Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #5304
Sample Name,Benzoic Acid
Formula,C7H6O2
Molecular Weight (g/mol),122.113
Sample Weight (g),2.0000
Water Temp (deg C),22.50
Room Temp (deg C),25.41
Water Volume (L),2.0
Wire Before (g),0.024
Wire After (g),0.020
=====,=====
Time (s), Temperature (C)
0.00,22.50
60.00,22.50
120.00,22.51
180.00,22.51
240.00,22.52
300.00,22.52
315.00,22.54
330.00,22.99
345.00,23.66
360.00,24.35
375.00,24.98
390.00,25.50
405.00,25.93
420.00,26.26
435.00,26.52
450.00,26.72
465.00,26.87
480.00,26.98
540.00,27.22
600.00,27.29
660.00,27.28
720.00,27.28
780.00,27.27
840.00,27.27
900.00,27.27
960.00,27.27
1020.00,27.26
1080.00,27.26
